03/09/17 22:30:24 EST,25.625,78.125
03/09/17 22:30:55 EST,31.375,88.475
03/09/17 22:31:26 EST,33.312,91.9616
03/09/17 22:31:56 EST,33.875,92.975
03/09/17 22:32:27 EST,34.062,93.3116
03/09/17 22:32:58 EST,34.125,93.425
03/09/17 22:33:29 EST,34.125,93.425
03/09/17 22:34:00 EST,34.125,93.425
03/09/17 22:34:31 EST,34.062,93.3116
03/09/17 22:35:02 EST,33.125,91.625
03/09/17 22:35:33 EST,31.875,89.375
03/09/17 22:36:04 EST,31.0,87.8
03/09/17 22:36:35 EST,30.25,86.45
03/09/17 22:37:05 EST,29.562,85.2116
03/09/17 22:37:36 EST,29.062,84.3116
03/09/17 22:38:07 EST,28.562,83.4116
03/09/17 22:38:38 EST,28.25,82.85
03/09/17 22:39:09 EST,27.937,82.2866
03/09/17 22:39:40 EST,27.687,81.8366
03/09/17 22:40:11 EST,27.437,81.3866
